rawred-mean,vegde-sd,exblue-mean,region-centroid-col,hedge-sd,exgreen-mean,hedge-mean,intensity-mean,region-centroid-row,short-line-density-2,short-line-density-5,exred-mean,rawgreen-mean,region-pixel-count,value-mean,saturation-mean,rawblue-mean,hue-mean,vedge-mean,class
41.94445_to_56.3333,0.620631_to_1.496605,42.83335_to_48.5,-inf_to_151.5,0.9189365_to_1.59132,-25.83335_to_-20.94445,0.8333345_to_1.916665,44.92595_to_63.57405,181.5_to_207.5,0.0555555_to_inf,0.0555555_to_inf,-23.8889_to_-13.94445,36.05555_to_55.83335,All,48.83335_to_77.8889,0.2751625_to_0.321112,48.83335_to_77.8889,-2.094395_to_-1.85084,1.305555_to_2.527775,path
3.833335_to_6.388885,0.620631_to_1.496605,-inf_to_-0.111111,193.5_to_inf,1.59132_to_11.66845,1.0555565_to_inf,1.916665_to_4.02778,6.35185_to_7.53704,207.5_to_inf,-inf_to_0.0555555,0.0555555_to_inf,-4.277775_to_-1.5,6.944445_to_11.83335,All,6.611115_to_8.722225,0.3882865_to_0.447372,5.166665_to_9.5,0.64353_to_inf,1.305555_to_2.527775,grass
-inf_to_3.833335,0.2074075_to_0.620631,1.166665_to_5.388885,193.5_to_inf,0.0314815_to_0.3442655,-6.277775_to_-1.5,-inf_to_0.2777785,0.2037035_to_3.72222,81.5_to_116.5,-inf_to_0.0555555,-inf_to_0.0555555,-4.277775_to_-1.5,0.0555555_to_1.722225,All,1.166665_to_5.166665,0.7169145_to_inf,1.166665_to_3.944445,-2.094395_to_-1.85084,0.7222225_to_1.305555,window
18.16665_to_24.16665,1.496605_to_7.75185,16.94445_to_23.16665,-inf_to_151.5,1.59132_to_11.66845,-17.83335_to_-15.16665,0.8333345_to_1.916665,16.1296_to_19.83335,-inf_to_52.5,-inf_to_0.0555555,-inf_to_0.0555555,-4.277775_to_-1.5,11.83335_to_16.94445,All,25.38885_to_37.72225,0.3882865_to_0.447372,19.83335_to_26.16665,-1.85084_to_-1.51262,1.305555_to_2.527775,brickface
41.94445_to_56.3333,1.496605_to_7.75185,29.61115_to_42.83335,193.5_to_inf,1.59132_to_11.66845,-25.83335_to_-20.94445,1.916665_to_4.02778,44.92595_to_63.57405,181.5_to_207.5,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,36.05555_to_55.83335,All,48.83335_to_77.8889,0.2751625_to_0.321112,48.83335_to_77.8889,-2.094395_to_-1.85084,2.527775_to_3.916665,path
41.94445_to_56.3333,1.496605_to_7.75185,23.16665_to_29.61115,193.5_to_inf,1.59132_to_11.66845,-17.83335_to_-15.16665,0.8333345_to_1.916665,44.92595_to_63.57405,116.5_to_130.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,36.05555_to_55.83335,All,48.83335_to_77.8889,0.2445095_to_0.262537,48.83335_to_77.8889,-2.094395_to_-1.85084,3.916665_to_6.63889,cement
-inf_to_3.833335,0.2074075_to_0.620631,1.166665_to_5.388885,151.5_to_193.5,0.0314815_to_0.3442655,-1.5_to_1.0555565,-inf_to_0.2777785,0.2037035_to_3.72222,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-1.5_to_0.1666665,0.0555555_to_1.722225,All,1.166665_to_5.166665,0.5243995_to_0.6040585,1.166665_to_3.944445,-2.094395_to_-1.85084,0.3333345_to_0.7222225,window
6.388885_to_8.611115,0.2074075_to_0.620631,1.166665_to_5.388885,151.5_to_193.5,0.0314815_to_0.3442655,-8.5_to_-6.277775,0.8333345_to_1.916665,4.48148_to_6.35185,116.5_to_130.5,-inf_to_0.0555555,-inf_to_0.0555555,0.1666665_to_inf,2.722225_to_4.277775,All,6.611115_to_8.722225,0.5243995_to_0.6040585,5.166665_to_9.5,-1.51262_to_-0.28793347,0.3333345_to_0.7222225,brickface
-inf_to_3.833335,1.496605_to_7.75185,9.611115_to_16.94445,-inf_to_151.5,0.9189365_to_1.59132,-6.277775_to_-1.5,0.8333345_to_1.916665,4.48148_to_6.35185,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,4.277775_to_6.944445,All,8.722225_to_15.72225,0.7169145_to_inf,9.5_to_19.83335,-2.41102_to_-2.245545,2.527775_to_3.916665,foliage
67.83335_to_inf,0.03333335_to_0.2074075,48.5_to_inf,-inf_to_151.5,0.3442655_to_0.9189365,-15.16665_to_-13.83335,0.8333345_to_1.916665,82.9815_to_inf,-inf_to_52.5,-inf_to_0.0555555,-inf_to_0.0555555,-inf_to_-30.27775,71.27775_to_inf,All,101.7777_to_inf,0.222832_to_0.2445095,101.7777_to_inf,-2.41102_to_-2.245545,0.3333345_to_0.7222225,sky
3.833335_to_6.388885,0.2074075_to_0.620631,-inf_to_-0.111111,-inf_to_151.5,0.3442655_to_0.9189365,1.0555565_to_inf,0.8333345_to_1.916665,4.48148_to_6.35185,207.5_to_inf,-inf_to_0.0555555,-inf_to_0.0555555,-8.166665_to_-4.277775,6.944445_to_11.83335,All,8.722225_to_15.72225,0.5243995_to_0.6040585,3.944445_to_5.166665,0.64353_to_inf,0.7222225_to_1.305555,grass
3.833335_to_6.388885,0.2074075_to_0.620631,16.94445_to_23.16665,193.5_to_inf,0.0314815_to_0.3442655,-9.944445_to_-8.5,0.2777785_to_0.4999995,7.53704_to_10.62965,52.5_to_68.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,4.277775_to_6.944445,All,8.722225_to_15.72225,0.6040585_to_0.7169145,9.5_to_19.83335,-2.094395_to_-1.85084,0.194444_to_0.3333345,window
-inf_to_3.833335,0.03333335_to_0.2074075,5.388885_to_9.611115,-inf_to_151.5,0.0314815_to_0.3442655,-6.277775_to_-1.5,0.2777785_to_0.4999995,0.2037035_to_3.72222,116.5_to_130.5,-inf_to_0.0555555,-inf_to_0.0555555,-8.166665_to_-4.277775,0.0555555_to_1.722225,All,1.166665_to_5.166665,0.7169145_to_inf,1.166665_to_3.944445,-2.41102_to_-2.245545,0.194444_to_0.3333345,foliage
67.83335_to_inf,0.2074075_to_0.620631,48.5_to_inf,-inf_to_151.5,0.3442655_to_0.9189365,-25.83335_to_-20.94445,0.8333345_to_1.916665,82.9815_to_inf,52.5_to_68.5,-inf_to_0.0555555,-inf_to_0.0555555,-30.27775_to_-26.72225,71.27775_to_inf,All,101.7777_to_inf,0.117533_to_0.2217045,101.7777_to_inf,-2.20746_to_-2.145865,0.3333345_to_0.7222225,sky
8.611115_to_9.611115,7.75185_to_inf,23.16665_to_29.61115,-inf_to_151.5,11.66845_to_inf,-9.944445_to_-8.5,4.02778_to_20.02775,10.62965_to_16.1296,81.5_to_116.5,0.0555555_to_inf,-inf_to_0.0555555,-23.8889_to_-13.94445,6.944445_to_11.83335,All,20.16665_to_25.38885,0.6040585_to_0.7169145,19.83335_to_26.16665,-2.41102_to_-2.245545,3.916665_to_6.63889,foliage
9.611115_to_15.61115,1.496605_to_7.75185,-inf_to_-0.111111,193.5_to_inf,1.59132_to_11.66845,1.0555565_to_inf,1.916665_to_4.02778,16.1296_to_19.83335,207.5_to_inf,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,22.16665_to_26.5,All,20.16665_to_25.38885,0.3882865_to_0.447372,9.5_to_19.83335,0.64353_to_inf,2.527775_to_3.916665,grass
-inf_to_3.833335,-inf_to_0.03333335,5.388885_to_9.611115,-inf_to_151.5,0.0314815_to_0.3442655,-6.277775_to_-1.5,0.2777785_to_0.4999995,0.2037035_to_3.72222,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-4.277775_to_-1.5,0.0555555_to_1.722225,All,5.166665_to_6.611115,0.7169145_to_inf,5.166665_to_9.5,-2.094395_to_-1.85084,-inf_to_0.194444,window
-inf_to_3.833335,0.620631_to_1.496605,5.388885_to_9.611115,-inf_to_151.5,1.59132_to_11.66845,-6.277775_to_-1.5,1.916665_to_4.02778,0.2037035_to_3.72222,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-4.277775_to_-1.5,0.0555555_to_1.722225,All,1.166665_to_5.166665,0.7169145_to_inf,1.166665_to_3.944445,-2.09446_to_-2.094395,0.3333345_to_0.7222225,window
15.61115_to_18.16665,0.620631_to_1.496605,23.16665_to_29.61115,-inf_to_151.5,0.9189365_to_1.59132,-13.83335_to_-9.944445,1.916665_to_4.02778,19.83335_to_28.75925,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,16.94445_to_22.16665,All,25.38885_to_37.72225,0.3882865_to_0.447372,26.16665_to_37.72225,-2.20746_to_-2.145865,1.305555_to_2.527775,cement
8.611115_to_9.611115,1.496605_to_7.75185,-inf_to_-0.111111,-inf_to_151.5,0.9189365_to_1.59132,1.0555565_to_inf,1.916665_to_4.02778,10.62965_to_16.1296,207.5_to_inf,-inf_to_0.0555555,0.0555555_to_inf,-13.94445_to_-8.166665,16.94445_to_22.16665,All,15.72225_to_20.16665,0.3882865_to_0.447372,9.5_to_19.83335,0.64353_to_inf,1.305555_to_2.527775,grass
6.388885_to_8.611115,0.03333335_to_0.2074075,1.166665_to_5.388885,193.5_to_inf,0.0314815_to_0.3442655,-8.5_to_-6.277775,0.2777785_to_0.4999995,4.48148_to_6.35185,116.5_to_130.5,-inf_to_0.0555555,-inf_to_0.0555555,0.1666665_to_inf,2.722225_to_4.277775,All,6.611115_to_8.722225,0.5243995_to_0.6040585,5.166665_to_9.5,-1.51262_to_-0.28793347,0.194444_to_0.3333345,brickface
-inf_to_3.833335,0.2074075_to_0.620631,5.388885_to_9.611115,151.5_to_193.5,0.9189365_to_1.59132,-6.277775_to_-1.5,0.8333345_to_1.916665,0.2037035_to_3.72222,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-4.277775_to_-1.5,1.722225_to_2.722225,All,5.166665_to_6.611115,0.6040585_to_0.7169145,5.166665_to_9.5,-2.094395_to_-1.85084,0.7222225_to_1.305555,window
-inf_to_3.833335,0.03333335_to_0.2074075,-0.111111_to_1.166665,-inf_to_151.5,0.0314815_to_0.3442655,-1.5_to_1.0555565,-inf_to_0.2777785,-inf_to_0.2037035,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-1.5_to_0.1666665,-inf_to_0.0555555,All,-inf_to_1.166665,0.07434455_to_0.117533,-inf_to_1.166665,-2.09446_to_-2.094395,-inf_to_0.194444,foliage
18.16665_to_24.16665,1.496605_to_7.75185,-inf_to_-0.111111,-inf_to_151.5,1.59132_to_11.66845,1.0555565_to_inf,4.02778_to_20.02775,19.83335_to_28.75925,207.5_to_inf,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,30.5_to_36.05555,All,25.38885_to_37.72225,0.3882865_to_0.447372,19.83335_to_26.16665,0.64353_to_inf,2.527775_to_3.916665,grass
-inf_to_3.833335,1.496605_to_7.75185,-0.111111_to_1.166665,151.5_to_193.5,0.0314815_to_0.3442655,-1.5_to_1.0555565,-inf_to_0.2777785,0.2037035_to_3.72222,-inf_to_52.5,-inf_to_0.0555555,-inf_to_0.0555555,-1.5_to_0.1666665,0.0555555_to_1.722225,All,1.166665_to_5.166665,0.07434455_to_0.117533,1.166665_to_3.944445,-1.85084_to_-1.51262,1.305555_to_2.527775,window
9.611115_to_15.61115,0.2074075_to_0.620631,-inf_to_-0.111111,151.5_to_193.5,0.0314815_to_0.3442655,1.0555565_to_inf,0.4999995_to_0.8333345,16.1296_to_19.83335,155.5_to_157.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,22.16665_to_26.5,All,20.16665_to_25.38885,0.3882865_to_0.447372,9.5_to_19.83335,0.64353_to_inf,0.7222225_to_1.305555,grass
6.388885_to_8.611115,1.496605_to_7.75185,-inf_to_-0.111111,193.5_to_inf,1.59132_to_11.66845,1.0555565_to_inf,1.916665_to_4.02778,7.53704_to_10.62965,207.5_to_inf,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,11.83335_to_16.94445,All,15.72225_to_20.16665,0.5243995_to_0.6040585,5.166665_to_9.5,0.64353_to_inf,1.305555_to_2.527775,grass
-inf_to_3.833335,0.2074075_to_0.620631,5.388885_to_9.611115,-inf_to_151.5,0.0314815_to_0.3442655,-6.277775_to_-1.5,0.8333345_to_1.916665,0.2037035_to_3.72222,116.5_to_130.5,-inf_to_0.0555555,-inf_to_0.0555555,-4.277775_to_-1.5,0.0555555_to_1.722225,All,1.166665_to_5.166665,0.7169145_to_inf,1.166665_to_3.944445,-2.20746_to_-2.145865,0.194444_to_0.3333345,foliage
-inf_to_3.833335,1.496605_to_7.75185,1.166665_to_5.388885,-inf_to_151.5,0.3442655_to_0.9189365,-6.277775_to_-1.5,0.8333345_to_1.916665,0.2037035_to_3.72222,147.5_to_155.5,-inf_to_0.0555555,-inf_to_0.0555555,-4.277775_to_-1.5,0.0555555_to_1.722225,All,1.166665_to_5.166665,0.6040585_to_0.7169145,1.166665_to_3.944445,-2.094395_to_-1.85084,1.305555_to_2.527775,window
6.388885_to_8.611115,0.2074075_to_0.620631,23.16665_to_29.61115,193.5_to_inf,0.0314815_to_0.3442655,-13.83335_to_-9.944445,0.2777785_to_0.4999995,10.62965_to_16.1296,81.5_to_116.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,6.944445_to_11.83335,All,20.16665_to_25.38885,0.6040585_to_0.7169145,19.83335_to_26.16665,-2.145865_to_-2.09446,0.7222225_to_1.305555,window
41.94445_to_56.3333,1.496605_to_7.75185,42.83335_to_48.5,-inf_to_151.5,1.59132_to_11.66845,-25.83335_to_-20.94445,1.916665_to_4.02778,44.92595_to_63.57405,181.5_to_207.5,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,36.05555_to_55.83335,All,48.83335_to_77.8889,0.2751625_to_0.321112,48.83335_to_77.8889,-2.094395_to_-1.85084,1.305555_to_2.527775,path
-inf_to_3.833335,-inf_to_0.03333335,5.388885_to_9.611115,-inf_to_151.5,-inf_to_0.0314815,-6.277775_to_-1.5,-inf_to_0.2777785,0.2037035_to_3.72222,116.5_to_130.5,-inf_to_0.0555555,-inf_to_0.0555555,-4.277775_to_-1.5,0.0555555_to_1.722225,All,1.166665_to_5.166665,0.7169145_to_inf,1.166665_to_3.944445,-2.145865_to_-2.09446,0.194444_to_0.3333345,foliage
-inf_to_3.833335,1.496605_to_7.75185,16.94445_to_23.16665,-inf_to_151.5,1.59132_to_11.66845,-6.277775_to_-1.5,1.916665_to_4.02778,7.53704_to_10.62965,81.5_to_116.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,4.277775_to_6.944445,All,8.722225_to_15.72225,0.7169145_to_inf,9.5_to_19.83335,-2.41102_to_-2.245545,2.527775_to_3.916665,foliage
24.16665_to_26.2222,1.496605_to_7.75185,23.16665_to_29.61115,-inf_to_151.5,1.59132_to_11.66845,-20.94445_to_-17.83335,1.916665_to_4.02778,19.83335_to_28.75925,52.5_to_68.5,-inf_to_0.0555555,-inf_to_0.0555555,-8.166665_to_-4.277775,16.94445_to_22.16665,All,25.38885_to_37.72225,0.3882865_to_0.447372,26.16665_to_37.72225,-1.85084_to_-1.51262,1.305555_to_2.527775,brickface
18.16665_to_24.16665,0.2074075_to_0.620631,16.94445_to_23.16665,193.5_to_inf,0.3442655_to_0.9189365,-9.944445_to_-8.5,0.2777785_to_0.4999995,19.83335_to_28.75925,81.5_to_116.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,16.94445_to_22.16665,All,25.38885_to_37.72225,0.321112_to_0.35624,26.16665_to_37.72225,-2.20746_to_-2.145865,0.7222225_to_1.305555,window
67.83335_to_inf,0.2074075_to_0.620631,23.16665_to_29.61115,193.5_to_inf,1.59132_to_11.66845,-8.5_to_-6.277775,1.916665_to_4.02778,82.9815_to_inf,-inf_to_52.5,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,71.27775_to_inf,All,101.7777_to_inf,0.07434455_to_0.117533,101.7777_to_inf,-2.41102_to_-2.245545,0.7222225_to_1.305555,sky
9.611115_to_15.61115,0.620631_to_1.496605,-inf_to_-0.111111,-inf_to_151.5,0.9189365_to_1.59132,1.0555565_to_inf,0.8333345_to_1.916665,10.62965_to_16.1296,207.5_to_inf,-inf_to_0.0555555,0.0555555_to_inf,-8.166665_to_-4.277775,11.83335_to_16.94445,All,15.72225_to_20.16665,0.3882865_to_0.447372,9.5_to_19.83335,0.64353_to_inf,1.305555_to_2.527775,grass
41.94445_to_56.3333,1.496605_to_7.75185,29.61115_to_42.83335,-inf_to_151.5,1.59132_to_11.66845,-25.83335_to_-20.94445,4.02778_to_20.02775,44.92595_to_63.57405,181.5_to_207.5,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,36.05555_to_55.83335,All,48.83335_to_77.8889,0.2751625_to_0.321112,48.83335_to_77.8889,-2.094395_to_-1.85084,2.527775_to_3.916665,path
-inf_to_3.833335,0.620631_to_1.496605,1.166665_to_5.388885,151.5_to_193.5,0.0314815_to_0.3442655,-1.5_to_1.0555565,-inf_to_0.2777785,0.2037035_to_3.72222,-inf_to_52.5,-inf_to_0.0555555,-inf_to_0.0555555,-1.5_to_0.1666665,0.0555555_to_1.722225,All,1.166665_to_5.166665,0.5243995_to_0.6040585,1.166665_to_3.944445,-1.85084_to_-1.51262,0.7222225_to_1.305555,window
18.16665_to_24.16665,0.620631_to_1.496605,16.94445_to_23.16665,-inf_to_151.5,0.3442655_to_0.9189365,-9.944445_to_-8.5,0.8333345_to_1.916665,19.83335_to_28.75925,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,22.16665_to_26.5,All,25.38885_to_37.72225,0.2751625_to_0.321112,26.16665_to_37.72225,-2.145865_to_-2.09446,3.916665_to_6.63889,cement
67.83335_to_inf,0.2074075_to_0.620631,42.83335_to_48.5,-inf_to_151.5,0.3442655_to_0.9189365,-25.83335_to_-20.94445,0.8333345_to_1.916665,82.9815_to_inf,81.5_to_116.5,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,71.27775_to_inf,All,101.7777_to_inf,0.117533_to_0.2217045,101.7777_to_inf,-2.094395_to_-1.85084,0.3333345_to_0.7222225,sky
-inf_to_3.833335,-inf_to_0.03333335,-0.111111_to_1.166665,-inf_to_151.5,-inf_to_0.0314815,-1.5_to_1.0555565,-inf_to_0.2777785,-inf_to_0.2037035,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-1.5_to_0.1666665,-inf_to_0.0555555,All,-inf_to_1.166665,-inf_to_0.07434455,-inf_to_1.166665,-0.28793347_to_0.64353,-inf_to_0.194444,foliage
41.94445_to_56.3333,0.03333335_to_0.2074075,23.16665_to_29.61115,-inf_to_151.5,11.66845_to_inf,-15.16665_to_-13.83335,4.02778_to_20.02775,44.92595_to_63.57405,81.5_to_116.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,36.05555_to_55.83335,All,48.83335_to_77.8889,0.222832_to_0.2445095,48.83335_to_77.8889,-2.094395_to_-1.85084,0.7222225_to_1.305555,cement
41.94445_to_56.3333,0.620631_to_1.496605,29.61115_to_42.83335,-inf_to_151.5,1.59132_to_11.66845,-25.83335_to_-20.94445,1.916665_to_4.02778,44.92595_to_63.57405,162.5_to_181.5,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,36.05555_to_55.83335,All,48.83335_to_77.8889,0.2751625_to_0.321112,48.83335_to_77.8889,-2.094395_to_-1.85084,1.305555_to_2.527775,path
41.94445_to_56.3333,1.496605_to_7.75185,29.61115_to_42.83335,-inf_to_151.5,0.9189365_to_1.59132,-20.94445_to_-17.83335,0.8333345_to_1.916665,44.92595_to_63.57405,81.5_to_116.5,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,36.05555_to_55.83335,All,48.83335_to_77.8889,0.2445095_to_0.262537,48.83335_to_77.8889,-2.094395_to_-1.85084,1.305555_to_2.527775,cement
8.611115_to_9.611115,1.496605_to_7.75185,23.16665_to_29.61115,-inf_to_151.5,1.59132_to_11.66845,-9.944445_to_-8.5,1.916665_to_4.02778,10.62965_to_16.1296,130.5_to_147.5,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,11.83335_to_16.94445,All,20.16665_to_25.38885,0.6040585_to_0.7169145,19.83335_to_26.16665,-2.41102_to_-2.245545,6.63889_to_inf,foliage
3.833335_to_6.388885,0.620631_to_1.496605,16.94445_to_23.16665,193.5_to_inf,0.0314815_to_0.3442655,-9.944445_to_-8.5,-inf_to_0.2777785,7.53704_to_10.62965,52.5_to_68.5,-inf_to_0.0555555,-inf_to_0.0555555,-13.94445_to_-8.166665,4.277775_to_6.944445,All,8.722225_to_15.72225,0.6040585_to_0.7169145,9.5_to_19.83335,-2.094395_to_-1.85084,1.305555_to_2.527775,window
18.16665_to_24.16665,0.2074075_to_0.620631,9.611115_to_16.94445,-inf_to_151.5,1.59132_to_11.66845,-17.83335_to_-15.16665,0.8333345_to_1.916665,19.83335_to_28.75925,81.5_to_116.5,-inf_to_0.0555555,0.0555555_to_inf,0.1666665_to_inf,11.83335_to_16.94445,All,20.16665_to_25.38885,0.3882865_to_0.447372,19.83335_to_26.16665,-1.85084_to_-1.51262,0.7222225_to_1.305555,brickface
67.83335_to_inf,0.2074075_to_0.620631,29.61115_to_42.83335,-inf_to_151.5,0.0314815_to_0.3442655,-13.83335_to_-9.944445,0.4999995_to_0.8333345,82.9815_to_inf,-inf_to_52.5,-inf_to_0.0555555,-inf_to_0.0555555,-30.27775_to_-26.72225,71.27775_to_inf,All,101.7777_to_inf,0.117533_to_0.2217045,101.7777_to_inf,-2.41102_to_-2.245545,0.7222225_to_1.305555,sky
56.3333_to_67.83335,1.496605_to_7.75185,42.83335_to_48.5,-inf_to_151.5,0.3442655_to_0.9189365,-25.83335_to_-20.94445,0.8333345_to_1.916665,63.57405_to_82.9815,81.5_to_116.5,-inf_to_0.0555555,-inf_to_0.0555555,-23.8889_to_-13.94445,55.83335_to_63.72225,All,77.8889_to_101.7777,0.2751625_to_0.321112,77.8889_to_101.7777,-2.145865_to_-2.09446,6.63889_to_inf,cement
