sepallength,petalwidth,sepalwidth,petallength,class
-inf_to_5.45,-inf_to_0.8,3.05_to_inf,-inf_to_2.45,Iris-setosa
-inf_to_5.45,-inf_to_0.8,3.05_to_inf,-inf_to_2.45,Iris-setosa
-inf_to_5.45,-inf_to_0.8,3.05_to_inf,-inf_to_2.45,Iris-setosa
-inf_to_5.45,-inf_to_0.8,-inf_to_3.05,-inf_to_2.45,Iris-setosa
-inf_to_5.45,-inf_to_0.8,3.05_to_inf,-inf_to_2.45,Iris-setosa
-inf_to_5.45,-inf_to_0.8,3.05_to_inf,-inf_to_2.45,Iris-setosa
-inf_to_5.45,-inf_to_0.8,3.05_to_inf,-inf_to_2.45,Iris-setosa
-inf_to_5.45,-inf_to_0.8,3.05_to_inf,-inf_to_2.45,Iris-setosa
5.75_to_inf,0.8_to_1.75,3.05_to_inf,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,3.05_to_inf,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,3.05_to_inf,4.75_to_5.15,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,3.05_to_inf,2.45_to_4.75,Iris-versicolor
-inf_to_5.45,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
-inf_to_5.45,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
-inf_to_5.45,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,1.75_to_inf,3.05_to_inf,4.75_to_5.15,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,4.75_to_5.15,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,4.75_to_5.15,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,4.75_to_5.15,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,4.75_to_5.15,Iris-versicolor
-inf_to_5.45,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,3.05_to_inf,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,3.05_to_inf,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
-inf_to_5.45,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
-inf_to_5.45,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.45_to_5.75,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-versicolor
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
-inf_to_5.45,0.8_to_1.75,-inf_to_3.05,2.45_to_4.75,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,4.75_to_5.15,Iris-virginica
5.75_to_inf,0.8_to_1.75,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,4.75_to_5.15,Iris-virginica
5.75_to_inf,1.75_to_inf,3.05_to_inf,5.15_to_inf,Iris-virginica
5.75_to_inf,1.75_to_inf,-inf_to_3.05,4.75_to_5.15,Iris-virginica
