Mg,Ca,Ba,Na,K,Al,Si,Fe,RI,Type
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.745_to_inf,1.775_to_inf,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
-inf_to_2.585,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.745_to_inf,1.775_to_inf,All,All,1.517985_to_inf,containers
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.775_to_inf,All,All,-inf_to_1.517195,build wind non-float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,vehic wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,vehic wind float
-inf_to_2.585,6.56_to_7.685,-inf_to_0.335,14.065_to_inf,-inf_to_0.055,-inf_to_1.39,All,All,-inf_to_1.517195,tableware
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,6.56_to_7.685,-inf_to_0.335,14.065_to_inf,0.745_to_inf,1.775_to_inf,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517195_to_1.517985,build wind float
-inf_to_2.585,8.315_to_10.075,-inf_to_0.335,14.065_to_inf,0.745_to_inf,1.775_to_inf,All,All,1.517985_to_inf,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,vehic wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,14.065_to_inf,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,-inf_to_14.065,0.055_to_0.745,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,14.065_to_inf,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,vehic wind float
-inf_to_2.585,10.075_to_inf,0.335_to_inf,-inf_to_14.065,0.055_to_0.745,1.775_to_inf,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,8.315_to_10.075,-inf_to_0.335,14.065_to_inf,-inf_to_0.055,1.39_to_1.775,All,All,1.517985_to_inf,tableware
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
-inf_to_2.585,8.315_to_10.075,-inf_to_0.335,14.065_to_inf,-inf_to_0.055,1.39_to_1.775,All,All,1.517985_to_inf,tableware
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,vehic wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,14.065_to_inf,-inf_to_0.055,-inf_to_1.39,All,All,1.517985_to_inf,vehic wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,containers
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,build wind non-float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,-inf_to_0.055,-inf_to_1.39,All,All,1.517985_to_inf,tableware
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,1.517195_to_1.517985,headlamps
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,headlamps
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
-inf_to_2.585,7.685_to_8.315,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
-inf_to_2.585,6.56_to_7.685,-inf_to_0.335,-inf_to_14.065,0.745_to_inf,1.775_to_inf,All,All,-inf_to_1.517195,containers
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.775_to_inf,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,containers
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,vehic wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,headlamps
-inf_to_2.585,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,-inf_to_6.56,0.335_to_inf,14.065_to_inf,0.745_to_inf,1.775_to_inf,All,All,1.517985_to_inf,headlamps
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,-inf_to_0.055,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind float
2.585_to_inf,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,containers
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
-inf_to_2.585,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.745_to_inf,-inf_to_1.39,All,All,-inf_to_1.517195,headlamps
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,0.055_to_0.745,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,1.517985_to_inf,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,containers
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,0.335_to_inf,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.745_to_inf,1.775_to_inf,All,All,-inf_to_1.517195,containers
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.775_to_inf,All,All,-inf_to_1.517195,build wind non-float
-inf_to_2.585,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,-inf_to_6.56,0.335_to_inf,-inf_to_14.065,0.745_to_inf,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,14.065_to_inf,-inf_to_0.055,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,vehic wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.775_to_inf,All,All,1.517985_to_inf,containers
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,14.065_to_inf,-inf_to_0.055,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,-inf_to_0.055,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
-inf_to_2.585,6.56_to_7.685,-inf_to_0.335,-inf_to_14.065,0.745_to_inf,1.775_to_inf,All,All,-inf_to_1.517195,containers
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,-inf_to_0.055,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,14.065_to_inf,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,build wind non-float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,-inf_to_0.055,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,-inf_to_6.56,0.335_to_inf,14.065_to_inf,0.745_to_inf,1.775_to_inf,All,All,1.517985_to_inf,headlamps
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,-inf_to_14.065,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,containers
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,14.065_to_inf,-inf_to_0.055,-inf_to_1.39,All,All,1.517985_to_inf,tableware
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,7.685_to_8.315,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,-inf_to_1.517195,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517195_to_1.517985,vehic wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,14.065_to_inf,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind non-float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,-inf_to_1.517195,vehic wind float
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,1.39_to_1.775,All,All,1.517985_to_inf,containers
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517985_to_inf,build wind float
2.585_to_inf,8.315_to_10.075,-inf_to_0.335,-inf_to_14.065,0.055_to_0.745,-inf_to_1.39,All,All,1.517195_to_1.517985,build wind float
-inf_to_2.585,8.315_to_10.075,0.335_to_inf,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,-inf_to_1.517195,headlamps
-inf_to_2.585,10.075_to_inf,-inf_to_0.335,14.065_to_inf,-inf_to_0.055,1.775_to_inf,All,All,1.517985_to_inf,tableware
